NomAgente,DscTipologia,DatInicioProjeto,DatConclusaoProjeto,UF,VlrCustoTotal,VlrRcbGlobal,VlrEnergiaEconomizadaTotal,VlrRetiradaDemandaPontaTotal,Score
COMPANHIA PAULISTA DE FORÇA E LUZ,Baixa Renda,2020-08-28,2023-08-10,São Paulo,5739380.0,0.35,2099.04,776.7,5.343430508091184e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Baixa Renda,2022-10-28,2024-11-10,São Paulo,13167438.1,0.66,2244.75,612.5,2.3141019262923488e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Comércio e Serviços,2020-05-06,2023-06-10,São Paulo,5982949.46,0.8,1705.84,21.42,3.078774699418101e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Comércio e Serviços,2020-05-06,2023-07-10,São Paulo,3148128.86,0.89,1055.29,17.17,3.632989387486311e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Comércio e Serviços,2020-05-06,2024-02-10,São Paulo,5145626.15,0.69,2329.78,115.51,5.067895712585112e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Comércio e Serviços,2020-08-24,2024-04-10,São Paulo,6133363.53,0.72,2540.21,100.7,4.591878858236852e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Comércio e Serviços,2020-08-24,2024-10-10,São Paulo,6885321.16,0.52,2157.33,55.05,3.426660268156505e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Comércio e Serviços,2021-01-21,2023-11-30,São Paulo,1373052.93,0.67,570.78,106.44,5.2599064640577585e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Comércio e Serviços,2021-03-02,2022-08-10,São Paulo,1445766.41,0.45,879.66,98.97,7.218648910242145e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Comércio e Serviços,2021-03-11,2023-03-10,São Paulo,1599095.82,0.61,547.37,3.72,3.675221918311354e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Comércio e Serviços,2022-11-16,2025-11-10,São Paulo,16600687.06,0.82,4119.0,342.72,2.866234884244797e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Educacional,2004-01-01,2005-12-31,São Paulo,1138099.95,0.0,134568.0,6280.0,1.350162849743672e-07
COMPANHIA PAULISTA DE FORÇA E LUZ,Iluminação Pública,2000-01-01,2001-12-31,São Paulo,20057946.04,0.0,12956.150000000001,2958.0299999999997,1.6922453551347666e-10
COMPANHIA PAULISTA DE FORÇA E LUZ,Iluminação Pública,2003-01-01,2004-12-31,São Paulo,16074804.76,0.0,14213.27,3245.04,2.3164451293601593e-10
COMPANHIA PAULISTA DE FORÇA E LUZ,Iluminação Pública,2004-01-01,2005-12-31,São Paulo,2002840.86,0.0,1670.97,381.5,2.1857268869922937e-10
COMPANHIA PAULISTA DE FORÇA E LUZ,Iluminação Pública,2005-01-01,2006-12-31,São Paulo,3880000.0,0.0,6.11,1390.0,7.674559083292208e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Iluminação Pública,2020-04-06,2022-10-28,São Paulo,8288087.48,0.26,4597.12,965.77,7.15783484671319e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Iluminação Pública,2020-08-24,2021-12-27,São Paulo,9433189.58,0.2,6255.45,1372.36,8.623366252401467e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Iluminação Pública,2020-08-28,2021-08-28,São Paulo,1591312.38,0.27,718.21,156.65,5.862983127048592e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Iluminação Pública,2021-01-05,2022-01-05,São Paulo,770726.15,0.27,348.43,76.5,5.879668236322217e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Iluminação Pública,2021-01-11,2022-03-07,São Paulo,874689.8,0.39,294.77,60.16,4.327371397440764e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Iluminação Pública,2021-03-03,2022-02-25,São Paulo,937226.75,0.27,446.39,95.23,6.162905959620239e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Iluminação Pública,2022-04-04,2023-01-10,São Paulo,1875148.0,0.15,799.97,151.56,5.4115597785695205e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Iluminação Pública,2022-04-11,2023-06-30,São Paulo,3851666.88,0.18,2212.4,477.3,7.447159421758004e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Iluminação Pública,2022-11-11,2024-05-10,São Paulo,13297526.19,0.16,9207.4,2206.4,9.153663260608641e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Iluminação Pública,2022-12-19,2023-09-29,São Paulo,536000.36,0.24,242.58,41.27,5.647540282135095e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Industrial,1998-01-01,1999-12-31,São Paulo,2221351.14,0.75,2820.56,619.33,1.1822030269019737e-08
COMPANHIA PAULISTA DE FORÇA E LUZ,Industrial,1999-01-01,2000-12-31,São Paulo,4930141.5600000005,0.0,7136.96,1745.77,3.2014487096993833e-09
COMPANHIA PAULISTA DE FORÇA E LUZ,Industrial,2000-01-01,2001-12-31,São Paulo,167946.2,0.0,202.72,39.79,3.079817213396067e-10
COMPANHIA PAULISTA DE FORÇA E LUZ,Industrial,2021-02-05,2023-11-28,São Paulo,613799.63,0.95,173.71,2.72,3.065358919950275e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Industrial,2022-12-16,2025-01-10,São Paulo,1499999.99,0.26,1511.13,221.54,1.2318565160557897e-10
COMPANHIA PAULISTA DE FORÇA E LUZ,Marketing,1999-01-01,2000-12-31,São Paulo,619210.0,0.0,0.0,0.0,0.0
COMPANHIA PAULISTA DE FORÇA E LUZ,Marketing,2001-01-01,2002-12-31,São Paulo,1150000.0,0.0,0.0,0.0,0.0
COMPANHIA PAULISTA DE FORÇA E LUZ,Pelo Lado da Oferta/Fator de Carga,1998-01-01,1999-12-31,São Paulo,4220000.0,0.96,0.0,1250.0,6.317759418498247e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Pelo Lado da Oferta/Fator de Carga,2006-01-01,2007-12-31,São Paulo,7038328.0,0.0,0.0,150.0,4.545558796917416e-12
COMPANHIA PAULISTA DE FORÇA E LUZ,Pelo Lado da Oferta/Perdas,2003-01-01,2004-12-31,São Paulo,17837880.0,0.0,137376.16999999998,44445.0,8.407643801073833e-09
COMPANHIA PAULISTA DE FORÇA E LUZ,Pelo Lado da Oferta/Perdas,2004-01-01,2005-12-31,São Paulo,14895602.440000001,0.0,30328.079999999998,69650.67,1.1268505194394967e-08
COMPANHIA PAULISTA DE FORÇA E LUZ,Pelo Lado da Oferta/Perdas,2005-01-01,2006-12-31,São Paulo,9469577.58,0.91,72802.21,20213.25,1.4586807351700004e-08
COMPANHIA PAULISTA DE FORÇA E LUZ,Poder Público,1998-01-01,1999-12-31,São Paulo,1324635.5,0.0,1968.3200000000002,487.86,3.9548436434339377e-10
COMPANHIA PAULISTA DE FORÇA E LUZ,Poder Público,1999-01-01,2000-12-31,São Paulo,1105470.0,0.0,2199.4,621.15,5.441922563211472e-10
COMPANHIA PAULISTA DE FORÇA E LUZ,Poder Público,2001-01-01,2002-12-31,São Paulo,207769.26,0.12,0.0,0.0,0.0
COMPANHIA PAULISTA DE FORÇA E LUZ,Poder Público,2003-01-01,2004-12-31,São Paulo,2732202.64,0.0,3116.31,974.44,3.193416413315198e-10
COMPANHIA PAULISTA DE FORÇA E LUZ,Poder Público,2005-01-01,2006-12-31,São Paulo,400000.0,0.0,0.0,0.0,0.0
COMPANHIA PAULISTA DE FORÇA E LUZ,Poder Público,2006-01-01,2007-12-31,São Paulo,411290.38,1.65,60.6,19.43,4.1502070909305836e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Poder Público,2020-04-27,2021-12-10,São Paulo,1496331.54,0.68,1163.3,187.1,9.624321549782992e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Poder Público,2020-08-24,2023-07-10,São Paulo,807218.51,0.78,321.29,30.1,4.642306481629726e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Poder Público,2020-08-24,2024-06-10,São Paulo,13628926.48,0.78,5248.34,217.4,4.276838470994461e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Poder Público,2020-08-24,2024-12-10,São Paulo,9692388.73,0.82,3345.17,94.78,3.78492112828209e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Poder Público,2021-01-12,2022-01-12,São Paulo,1204220.74,0.51,531.66,130.68,5.865572479729217e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Poder Público,2021-02-05,2022-03-31,São Paulo,2274701.16,0.47,2613.24,744.3399999999999,3.155876819177196e-10
COMPANHIA PAULISTA DE FORÇA E LUZ,Poder Público,2022-11-16,2025-11-16,São Paulo,35352231.37,0.78,11192.22,405.02,3.498431236078863e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Poder Público,2024-02-26,2025-02-10,São Paulo,108803.46,0.37,66.89,13.55,7.884330915318366e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Residencial,2003-01-01,2004-12-31,São Paulo,10928239.4,2.4699999999999998,50331.69,16294.25,4.516753411405002e-09
COMPANHIA PAULISTA DE FORÇA E LUZ,Residencial,2004-01-01,2005-12-31,São Paulo,739623.02,0.0,7057.28,2397.54,2.726517927820454e-09
COMPANHIA PAULISTA DE FORÇA E LUZ,Serviços Públicos,1998-01-01,1999-12-31,São Paulo,514408.77,0.0,0.0,0.0,0.0
COMPANHIA PAULISTA DE FORÇA E LUZ,Serviços Públicos,1999-01-01,2000-12-31,São Paulo,365552.36,0.0,0.0,0.0,0.0
COMPANHIA PAULISTA DE FORÇA E LUZ,Serviços Públicos,2000-01-01,2001-12-31,São Paulo,136542.12,0.0,0.0,0.0,0.0
COMPANHIA PAULISTA DE FORÇA E LUZ,Serviços Públicos,2001-01-01,2002-12-31,São Paulo,142000.0,0.0,0.0,0.0,0.0
COMPANHIA PAULISTA DE FORÇA E LUZ,Serviços Públicos,2004-01-01,2005-12-31,São Paulo,157350.0,0.0,0.0,0.0,0.0
COMPANHIA PAULISTA DE FORÇA E LUZ,Serviços Públicos,2005-01-01,2006-12-31,São Paulo,2371929.27,0.68,262.8,597.94,9.372633697783657e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Serviços Públicos,2006-01-01,2007-12-31,São Paulo,582850.8,0.0,0.0,0.0,0.0
COMPANHIA PAULISTA DE FORÇA E LUZ,Serviços Públicos,2021-03-09,2022-03-10,São Paulo,1489945.14,0.35,1075.81,176.56,8.963918579115442e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Serviços Públicos,2021-03-11,2023-11-30,São Paulo,1066882.67,0.82,307.15,46.87,3.538723753105953e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Serviços Públicos,2022-12-16,2023-11-30,São Paulo,719710.44,0.67,198.08,60.58,3.832719116805701e-11
COMPANHIA PAULISTA DE FORÇA E LUZ,Treinamento,2003-01-01,2004-12-31,São Paulo,63948.0,0.0,0.0,0.0,0.0
COOPERATIVA REGIONAL SUL de ELETRIFICAÇÃO RURAL  - COORSEL,Baixa Renda,2009-09-08,2011-09-08,Santa Catarina,0.0,0.6,42.57,12.12,0.0
COOPERATIVA REGIONAL SUL de ELETRIFICAÇÃO RURAL  - COORSEL,Baixa Renda,2014-03-31,2016-07-05,Santa Catarina,0.0,0.26,59.0,35.0,0.0
COOPERATIVA REGIONAL SUL de ELETRIFICAÇÃO RURAL  - COORSEL,Baixa Renda,2016-04-01,2019-10-30,Santa Catarina,0.0,0.53,198.36,66.79,0.0
COOPERATIVA de ELETRICIDADE de PAULO LOPES  - CERPALO,Baixa Renda,2009-09-08,2011-09-08,Santa Catarina,0.0,0.42,61.61,19.52,0.0
COOPERATIVA de ELETRICIDADE de PAULO LOPES  - CERPALO,Baixa Renda,2013-12-20,2017-07-03,Santa Catarina,0.0,0.6,118.94,43.33,0.0
COOPERMILA,Rural,2018-04-15,2019-02-01,Santa Catarina,0.0,0.6,51.51,39.25,0.0
COPEL DISTRIBUICAO S.A.,Baixa Renda,2003-01-01,2004-12-31,Paraná,33927908.92,1.46,23946.38,11708.4,7.077998599872839e-10
COPEL DISTRIBUICAO S.A.,Baixa Renda,2004-01-01,2005-12-31,Paraná,5053323.88,0.28,12811.5,6142.5,1.594724521689009e-09
COPEL DISTRIBUICAO S.A.,Comércio e Serviços,1998-01-01,1999-12-31,Paraná,578343.54,1.37,426.7,216.72000000000003,3.047909546552648e-10
COPEL DISTRIBUICAO S.A.,Comércio e Serviços,1999-01-01,2000-12-31,Paraná,947370.3,2.77,1861.73,117.62,4.0633108161797974e-10
COPEL DISTRIBUICAO S.A.,Comércio e Serviços,2000-01-01,2001-12-31,Paraná,217241.7,1.81,143.94,148.93,4.872671413566589e-10
COPEL DISTRIBUICAO S.A.,Comércio e Serviços,2001-01-01,2002-12-31,Paraná,4977.56,0.57,14.28,2.85,7.340144980725839e-10
COPEL DISTRIBUICAO S.A.,Comércio e Serviços,2003-01-01,2004-12-31,Paraná,775793.3799999999,1.9,2098.49,299.58,9.179657009255567e-09
COPEL DISTRIBUICAO S.A.,Comércio e Serviços,2004-01-01,2005-12-31,Paraná,32554.3,0.8,344.90999999999997,34.150000000000006,2.483503943768737e-09
COPEL DISTRIBUICAO S.A.,Comércio e Serviços,2005-01-01,2006-12-31,Paraná,479302.46,5.4,1246.13,223.20999999999998,3.299946777804931e-09
COPEL DISTRIBUICAO S.A.,Comércio e Serviços,2006-01-01,2007-12-31,Paraná,11315.84,0.34,98.55,151.76,4.717980682698368e-09
COPEL DISTRIBUICAO S.A.,Educacional,1998-01-01,1999-12-31,Paraná,186941.0,0.0,0.0,0.0,0.0
COPEL DISTRIBUICAO S.A.,Gestão Energética Municipal,1998-01-01,1999-12-31,Paraná,5024284.17,0.0,0.0,0.0,0.0
COPEL DISTRIBUICAO S.A.,Gestão Energética Municipal,2004-01-01,2005-12-31,Paraná,883315.0,0.0,0.0,0.0,0.0
COPEL DISTRIBUICAO S.A.,Industrial,1998-01-01,1999-12-31,Paraná,1479026.0,3.2399999999999998,6265.1900000000005,1275.94,9.2851794861955e-09
COPEL DISTRIBUICAO S.A.,Industrial,1999-01-01,2000-12-31,Paraná,382805.76,1.3900000000000001,1755.28,366.47,2.223445784853408e-09
COPEL DISTRIBUICAO S.A.,Industrial,2000-01-01,2001-12-31,Paraná,2632369.2600000002,3.87,3979.3199999999997,455.76,1.4046323634039118e-09
COPEL DISTRIBUICAO S.A.,Industrial,2001-01-01,2002-12-31,Paraná,1118260.8199999998,0.9199999999999999,4284.45,593.19,1.8521877469131794e-09
COPEL DISTRIBUICAO S.A.,Industrial,2003-01-01,2004-12-31,Paraná,396304.12,0.54,365.05,44.09,2.2019571100319086e-10
COPEL DISTRIBUICAO S.A.,Industrial,2004-01-01,2005-12-31,Paraná,425720.95999999996,1.17,2052.24,255.07,3.069513243960286e-09
COPEL DISTRIBUICAO S.A.,Industrial,2005-01-01,2006-12-31,Paraná,4380331.4399999995,4.48,6942.41,1098.62,2.6405531800268197e-09
COPEL DISTRIBUICAO S.A.,Pelo Lado da Oferta/Fator de Carga,1999-01-01,2000-12-31,Paraná,2539200.0,0.98,0.0,900.0,7.559814176490438e-11
COPEL DISTRIBUICAO S.A.,Pelo Lado da Oferta/Perdas,1998-01-01,1999-12-31,Paraná,1698652.46,0.0,8662.0,2911.0,1.4531382664380697e-09
COPEL DISTRIBUICAO S.A.,Pelo Lado da Oferta/Perdas,1999-01-01,2000-12-31,Paraná,2321736.12,0.0,2679.0,1209.0,3.57173244204952e-10
COPEL DISTRIBUICAO S.A.,Pelo Lado da Oferta/Perdas,2003-01-01,2004-12-31,Paraná,20608660.18,0.0,35894.69,12820.01,1.5165211528794393e-09
COPEL DISTRIBUICAO S.A.,Poder Público,1998-01-01,1999-12-31,Paraná,575772.2,8.24,1483.68,358.63,4.592370921509572e-09
COPEL DISTRIBUICAO S.A.,Poder Público,1999-01-01,2000-12-31,Paraná,2182344.91,10.549999999999999,4875.22,1242.6,8.798062184882509e-09
COPEL DISTRIBUICAO S.A.,Poder Público,2000-01-01,2001-12-31,Paraná,276319.4,4.24,818.64,183.13,2.0918784897031457e-09
COPEL DISTRIBUICAO S.A.,Poder Público,2001-01-01,2002-12-31,Paraná,959470.3999999999,8.82,2429.93,755.59,5.190354861981985e-09
COPEL DISTRIBUICAO S.A.,Poder Público,2003-01-01,2004-12-31,Paraná,673586.62,7.0,1788.03,382.7,4.987523637705912e-09
COPEL DISTRIBUICAO S.A.,Poder Público,2004-01-01,2005-12-31,Paraná,1983461.9,19.21,2196.91,590.0699999999999,1.0001467279373186e-08
COPEL DISTRIBUICAO S.A.,Poder Público,2005-01-01,2006-12-31,Paraná,7256797.32,17.04,14183.08,4341.36,2.4641273863828823e-08
COPEL DISTRIBUICAO S.A.,Poder Público,2006-01-01,2007-12-31,Paraná,344262.22,5.27,571.5,181.35,1.8667930309520985e-09
COPEL DISTRIBUICAO S.A.,Residencial,2003-01-01,2004-12-31,Paraná,6719943.12,1.8,112945.47,44817.67,1.2390625113633979e-08
COPEL DISTRIBUICAO S.A.,Residencial,2005-01-01,2006-12-31,Paraná,26205280.0,1.22,60803.22,27501.42,2.002143528939072e-09
COPEL DISTRIBUIÇÃO S.A,Comércio e Serviços,2015-05-25,2017-02-20,Paraná,0.0,0.62,350.87,92.29,0.0
COPEL DISTRIBUIÇÃO S.A,Comércio e Serviços,2015-05-26,2017-08-31,Paraná,0.0,0.67,1867.91,154.37,0.0
COPEL DISTRIBUIÇÃO S.A,Comércio e Serviços,2015-06-16,2016-06-30,Paraná,0.0,0.6,369.48,109.36,0.0
COPEL DISTRIBUIÇÃO S.A,Comércio e Serviços,2015-07-13,2017-10-31,Paraná,0.0,0.53,420.18,105.26,0.0
COPEL DISTRIBUIÇÃO S.A,Comércio e Serviços,2015-07-20,2016-08-31,Paraná,0.0,0.53,134.78,20.54,0.0
COPEL DISTRIBUIÇÃO S.A,Comércio e Serviços,2015-07-22,2016-08-31,Paraná,0.0,0.74,78.27,31.88,0.0
COPEL DISTRIBUIÇÃO S.A,Comércio e Serviços,2015-08-01,2016-08-31,Paraná,0.0,0.44,73.7,19.36,0.0
COPEL DISTRIBUIÇÃO S.A,Comércio e Serviços,2015-08-24,2018-05-30,Paraná,0.0,0.48,249.26,37.57,0.0
COPEL DISTRIBUIÇÃO S.A,Comércio e Serviços,2015-08-24,2018-10-11,Paraná,0.0,0.44,125.05,8.04,0.0
COPEL DISTRIBUIÇÃO S.A,Residencial,2015-06-01,2018-11-30,Paraná,0.0,0.76,70.85,28.19,0.0
COPEL DISTRIBUIÇÃO S.A.,Aquecimento Solar,2012-08-01,2013-08-01,Paraná,0.0,0.7,12.64,7.31,0.0
COPEL DISTRIBUIÇÃO S.A.,Baixa Renda,2008-09-01,2009-09-01,Paraná,0.0,0.78,15102.0,10986.99,0.0
COPEL DISTRIBUIÇÃO S.A.,Baixa Renda,2008-12-01,2009-12-01,Paraná,0.0,0.75,303.28,191.13,0.0
COPEL DISTRIBUIÇÃO S.A.,Baixa Renda,2009-03-17,2009-12-31,Paraná,0.0,0.54,2075.27,978.74,0.0
COPEL DISTRIBUIÇÃO S.A.,Baixa Renda,2009-08-01,2010-08-01,Paraná,0.0,0.78,18698.31,9678.29,0.0
COPEL DISTRIBUIÇÃO S.A.,Baixa Renda,2010-05-03,2012-05-03,Paraná,0.0,2.59,558.47,357.5,0.0
COPEL DISTRIBUIÇÃO S.A.,Baixa Renda,2011-04-01,2012-04-01,Paraná,0.0,0.79,14425.5,7834.62,0.0
COPEL DISTRIBUIÇÃO S.A.,Baixa Renda,2011-10-01,2015-11-30,Paraná,0.0,0.64,973.64,423.43,0.0
COPEL DISTRIBUIÇÃO S.A.,Baixa Renda,2011-10-06,2014-08-01,Paraná,0.0,0.7,616.11,572.91,0.0
COPEL DISTRIBUIÇÃO S.A.,Baixa Renda,2012-01-01,2012-12-31,Paraná,0.0,0.7,17243.7,7995.48,0.0
COPEL DISTRIBUIÇÃO S.A.,Baixa Renda,2012-05-12,2015-12-31,Paraná,0.0,0.61,20506.44,9950.83,0.0
COPEL DISTRIBUIÇÃO S.A.,Baixa Renda,2014-01-04,2015-09-30,Paraná,0.0,0.0,0.0,0.0,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2008-11-01,2009-11-01,Paraná,0.0,720.0,819.69,449.2,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2009-10-01,2010-10-01,Paraná,0.0,3.04,814.1600000000001,134.95,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2009-10-10,2010-10-10,Paraná,0.0,1.27,558.0,97.45,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2009-10-15,2009-11-01,Paraná,0.0,0.76,0.0,0.0,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2009-10-15,2010-10-15,Paraná,0.0,2.29,752.91,113.91,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2009-10-15,2010-11-01,Paraná,0.0,0.65,312.47,43.09,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2009-10-25,2010-10-25,Paraná,0.0,2.2800000000000002,1052.59,160.05,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2010-01-01,2010-12-31,Paraná,0.0,1.16,324.81,491.22,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2010-01-01,2011-01-01,Paraná,0.0,3.54,872.44,147.88,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2010-10-01,2010-10-01,Paraná,0.0,0.76,40.43,26.56,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2010-10-01,2011-10-01,Paraná,0.0,2.9,278.40999999999997,133.62,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2011-01-01,2012-01-01,Paraná,0.0,6.4,2739.91,1475.48,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2011-09-01,2012-09-01,Paraná,0.0,4.29,1033.23,330.02,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2012-01-06,2015-05-27,Paraná,0.0,0.58,1806.3,669.17,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2012-04-10,2015-04-30,Paraná,0.0,0.78,20.72,5.41,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2012-06-20,2013-06-20,Paraná,0.0,64.04,133.05,410.61,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2012-08-01,2013-08-01,Paraná,0.0,2.5,707.87,156.52,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2012-08-01,2013-12-01,Paraná,0.0,70.08,117.7,67.24,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2012-08-01,2014-12-11,Paraná,0.0,1.4500000000000002,287.65999999999997,108.38999999999999,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2012-11-06,2013-11-06,Paraná,0.0,0.76,67.38,38.52,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2012-12-17,2012-12-17,Paraná,0.0,0.74,172.37,71.13,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2012-12-17,2013-12-17,Paraná,0.0,3.62,1207.3999999999999,503.95,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2012-12-17,2014-02-28,Paraná,0.0,0.54,172.47,57.59,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2012-12-17,2014-03-01,Paraná,0.0,1.38,1083.5,249.35000000000002,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2012-12-17,2015-05-27,Paraná,0.0,1.3,190.43,56.26,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2013-12-17,2014-03-01,Paraná,0.0,0.75,262.59,36.74,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2014-11-10,2016-11-30,Paraná,0.0,0.74,1421.67,345.35,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2014-11-18,2016-11-30,Paraná,0.0,0.63,242.91,50.49,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2014-11-26,2016-11-30,Paraná,0.0,0.66,417.41,105.95,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2014-12-19,2016-08-31,Paraná,0.0,0.81,119.34,20.34,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2014-12-19,2018-04-24,Paraná,0.0,0.76,677.55,151.86,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2014-12-29,2016-03-31,Paraná,0.0,0.68,220.51,41.87,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2015-02-06,2016-05-31,Paraná,0.0,1.3199999999999998,490.70000000000005,127.52,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2015-03-09,2016-03-08,Paraná,0.0,0.66,178.44,43.27,0.0
COPEL DISTRIBUIÇÃO S.A.,Comércio e Serviços,2015-05-04,2017-12-31,Paraná,0.0,0.7,1041.46,123.54,0.0
COPEL DISTRIBUIÇÃO S.A.,Industrial,2012-12-17,2014-03-01,Paraná,0.0,0.7,10667.67,163.57,0.0
COPEL DISTRIBUIÇÃO S.A.,Poder Público,2009-09-01,2010-09-01,Paraná,0.0,1.51,4193.55,1332.38,0.0
COPEL DISTRIBUIÇÃO S.A.,Poder Público,2010-01-01,2011-01-01,Paraná,0.0,3.45,693.38,79.26,0.0
COPEL DISTRIBUIÇÃO S.A.,Poder Público,2010-01-29,2010-12-31,Paraná,0.0,0.65,1395.15,132.18,0.0
COPEL DISTRIBUIÇÃO S.A.,Poder Público,2010-08-01,2010-07-01,Paraná,0.0,0.67,980.48,112.03,0.0
COPEL DISTRIBUIÇÃO S.A.,Poder Público,2010-08-01,2011-07-07,Paraná,0.0,0.67,6529.27,747.2,0.0
COPEL DISTRIBUIÇÃO S.A.,Poder Público,2011-01-01,2012-01-01,Paraná,0.0,0.56,234.94,34.81,0.0
COPEL DISTRIBUIÇÃO S.A.,Poder Público,2011-01-08,2014-11-30,Paraná,0.0,0.62,357.49,78.2,0.0
COPEL DISTRIBUIÇÃO S.A.,Poder Público,2011-08-01,2012-03-30,Paraná,0.0,0.78,3698.02,1059.4,0.0
COPEL DISTRIBUIÇÃO S.A.,Poder Público,2012-01-01,2012-12-31,Paraná,0.0,1.58,4059.93,1138.99,0.0
COPEL DISTRIBUIÇÃO S.A.,Poder Público,2012-01-01,2013-01-01,Paraná,0.0,2.7,265.89,30.349999999999998,0.0
COPEL DISTRIBUIÇÃO S.A.,Poder Público,2012-02-01,2013-02-01,Paraná,0.0,1.58,118.96000000000001,13.58,0.0
COPEL DISTRIBUIÇÃO S.A.,Poder Público,2012-03-01,2013-03-01,Paraná,0.0,0.67,35.01,4.0,0.0
COPEL DISTRIBUIÇÃO S.A.,Poder Público,2012-04-01,2013-04-01,Paraná,0.0,0.77,772.32,202.87,0.0
COPEL DISTRIBUIÇÃO S.A.,Poder Público,2012-04-01,2015-11-30,Paraná,0.0,0.6,222.28,83.42,0.0
COPEL DISTRIBUIÇÃO S.A.,Poder Público,2012-06-01,2013-06-01,Paraná,0.0,0.56,115.41,13.18,0.0
COPEL DISTRIBUIÇÃO S.A.,Poder Público,2012-09-01,2014-02-01,Paraná,0.0,58.51,2099.01,464.22,0.0
COPEL DISTRIBUIÇÃO S.A.,Poder Público,2012-10-01,2013-10-01,Paraná,0.0,3.05,1230.06,301.95,0.0
