NomAgente,DscTipologia,DatInicioProjeto,DatConclusaoProjeto,UF,VlrCustoTotal,VlrRcbGlobal,VlrEnergiaEconomizadaTotal,VlrRetiradaDemandaPontaTotal,Score
Companhia de Eletricidade do Estado da Bahia,Poder Público,2020-04-03,2020-10-21,Bahia,50000.0,0.62,1478.28,176.12,3.528628670028504e-09
Companhia de Eletricidade do Estado da Bahia,Poder Público,2020-04-03,2021-04-22,Bahia,50000.0,0.94,1119.43,118.75,2.640883369593746e-09
Companhia de Eletricidade do Estado da Bahia,Poder Público,2020-04-17,2024-12-30,Bahia,15862918.23,0.56,8950.16,1399.34,6.957797922990186e-11
Companhia de Eletricidade do Estado da Bahia,Poder Público,2021-01-21,2022-03-04,Bahia,1013107.67,0.63,310.65,86.58,4.1814023684710453e-11
Companhia de Eletricidade do Estado da Bahia,Poder Público,2021-04-07,2023-08-29,Bahia,893935.81,0.6,200.89,7.85,2.490203662570983e-11
Companhia de Eletricidade do Estado da Bahia,Poder Público,2023-10-19,2026-06-30,Bahia,31877441.74,0.71,12122.42,1079.87,4.416734926725073e-11
Companhia de Eletricidade do Estado da Bahia,Poder Público,2023-10-24,2024-12-31,Bahia,466657.96,0.21,171.1,42.54,4.8822432091266625e-11
Companhia de Eletricidade do Estado da Bahia,Poder Público,2024-03-22,2027-01-22,Bahia,1642675.56,2.07,236.58,10.13,1.6016605663586245e-11
Companhia de Eletricidade do Estado da Bahia,Residencial,2001-01-01,2002-12-31,Bahia,6031272.04,5.21,27417.3,8575.06,6.926603520267292e-09
Companhia de Eletricidade do Estado da Bahia,Residencial,2003-01-01,2004-12-31,Bahia,15355043.280000001,1.93,20943.0,7114.139999999999,1.1999313585636324e-09
Companhia de Eletricidade do Estado da Bahia,Residencial,2010-03-15,2011-02-15,Bahia,0.0,0.46,903.38,346.5,0.0
Companhia de Eletricidade do Estado da Bahia,Residencial,2010-06-16,2011-05-16,Bahia,0.0,0.16,3402.0,1102.5,0.0
Companhia de Eletricidade do Estado da Bahia,Residencial,2014-06-05,2015-12-31,Bahia,0.0,0.77,2110.94,809.68,0.0
Companhia de Eletricidade do Estado da Bahia,Residencial,2017-11-14,2019-04-23,Bahia,0.0,0.37,145.47,26.39,0.0
Companhia de Eletricidade do Estado da Bahia,Residencial,2018-08-10,2020-08-10,Bahia,0.0,0.47,16489.38,36.93,0.0
Companhia de Eletricidade do Estado da Bahia,Residencial,2018-09-04,2020-09-04,Bahia,0.0,0.43,16489.38,36.93,0.0
Companhia de Eletricidade do Estado da Bahia,Residencial,2019-09-11,2023-12-31,Bahia,8680854.05,0.25,16390.14,36.92,2.0180546201966638e-10
Companhia de Eletricidade do Estado da Bahia,Rural,1999-01-01,2000-12-31,Bahia,316000.0,0.0,6350.0,3820.0,6.864349169407998e-09
Companhia de Eletricidade do Estado da Bahia,Rural,2005-01-01,2006-12-31,Bahia,434613.34,0.0,844.72,97.30000000000001,4.622985964115783e-10
Companhia de Eletricidade do Estado da Bahia,Serviços Públicos,1998-01-01,1999-12-31,Bahia,1669657.14,0.6699999999999999,792.0,499.64,1.649983896574777e-10
Companhia de Eletricidade do Estado da Bahia,Serviços Públicos,2001-01-01,2002-12-31,Bahia,880010.26,0.22,0.0,3760.0,0.0
Companhia de Eletricidade do Estado da Bahia,Serviços Públicos,2004-01-01,2005-12-31,Bahia,886233.56,0.0,2522.5699999999997,408.1,7.053168200577425e-10
Companhia de Eletricidade do Estado da Bahia,Serviços Públicos,2006-01-01,2007-12-31,Bahia,999238.12,0.61,0.0,108.0,0.0
Companhia de Eletricidade do Estado da Bahia,Serviços Públicos,2013-04-30,2014-04-20,Bahia,0.0,0.69,1033.9,46.86,0.0
Companhia de Eletricidade do Estado da Bahia,Serviços Públicos,2020-04-29,2024-06-30,Bahia,1641418.61,0.33,1952.03,232.52,1.4193129384883003e-10
Companhia de Eletricidade do Estado da Bahia,Serviços Públicos,2020-11-12,2022-06-17,Bahia,1493668.62,0.48,1024.45,98.34,8.01640784095518e-11
Companhia de Eletricidade do Estado da Bahia,Serviços Públicos,2021-01-04,2023-07-21,Bahia,1673256.11,0.37,1253.91,106.02,8.667416381025306e-11
Companhia de Eletricidade do Estado da Bahia,Treinamento,2003-01-01,2004-12-31,Bahia,2285.0,0.0,0.0,0.0,0.0
Companhia de Eletricidade do Estado da Bahia,Treinamento,2004-01-01,2005-12-31,Bahia,20269.66,0.0,0.0,0.0,0.0
Cooperativa de Eletricidade de Paulo Lopes,Serviços Públicos,2019-10-17,2020-10-16,Santa Catarina,0.0,0.55,88.23,24.52,0.0
Copel Distribuição S.A,Comércio e Serviços,2016-03-28,2018-09-18,Paraná,0.0,0.4,1097.65,199.89,0.0
Copel Distribuição S.A,Comércio e Serviços,2016-04-13,2018-10-11,Paraná,0.0,0.73,160.46,99.96,0.0
Copel Distribuição S.A,Comércio e Serviços,2016-04-14,2018-09-25,Paraná,0.0,0.51,168.41,35.78,0.0
Copel Distribuição S.A,Comércio e Serviços,2016-05-04,2018-06-30,Paraná,0.0,0.62,1677.27,277.87,0.0
Copel Distribuição S.A,Comércio e Serviços,2017-09-01,2019-10-07,Paraná,0.0,0.54,463.07,69.12,0.0
Copel Distribuição S.A,Comércio e Serviços,2017-09-01,2021-02-16,Paraná,0.0,0.34,976.87,563.42,0.016426234711014554
Copel Distribuição S.A,Comércio e Serviços,2017-09-01,2022-08-04,Paraná,0.0,0.44,1105.68,228.74,0.014230759222660695
Copel Distribuição S.A,Comércio e Serviços,2017-09-11,2019-04-29,Paraná,0.0,0.34,1310.47,412.99,0.0
Copel Distribuição S.A,Comércio e Serviços,2017-09-11,2021-06-01,Paraná,0.0,0.57,664.86,159.35,0.008789686949318185
Copel Distribuição S.A,Comércio e Serviços,2017-11-09,2022-04-07,Paraná,0.0,0.43,187.14,29.66,0.0023120371393360695
Copel Distribuição S.A,Comércio e Serviços,2018-09-01,2019-09-01,Paraná,0.0,3.15,1427.23,354.46,0.0
Copel Distribuição S.A,Comércio e Serviços,2018-09-01,2020-09-01,Paraná,0.0,0.71,129.07,4.86,0.0
Copel Distribuição S.A,Comércio e Serviços,2018-09-01,2021-08-19,Paraná,0.0,0.37,35.58,7.34,0.0004577151015696685
Copel Distribuição S.A,Comércio e Serviços,2018-09-01,2021-12-01,Paraná,0.0,0.79,81.04,2.94,0.0008955944601542581
Copel Distribuição S.A,Comércio e Serviços,2018-09-01,2021-12-06,Paraná,0.0,0.69,723.38,275.26,0.010649874394956517
Copel Distribuição S.A,Comércio e Serviços,2018-09-01,2022-02-11,Paraná,0.0,0.84,169.12,2.83,0.001833739788324895
Copel Distribuição S.A,Comércio e Serviços,2018-09-01,2022-04-07,Paraná,0.0,1.43,109.66999999999999,67.32000000000001,0.0018874882531876892
Copel Distribuição S.A,Comércio e Serviços,2018-09-01,2022-05-14,Paraná,0.0,1.77,472.02,66.21,0.005739888143472568
Copel Distribuição S.A,Comércio e Serviços,2018-09-01,2022-06-13,Paraná,0.0,0.69,90.94,26.38,0.0012511448209728214
Copel Distribuição S.A,Comércio e Serviços,2018-09-01,2022-08-04,Paraná,0.0,0.37,431.54,133.13,0.006021854296443261
Copel Distribuição S.A,Comércio e Serviços,2018-09-01,2022-09-13,Paraná,0.0,0.31,643.06,90.65,0.007824560744936659
Copel Distribuição S.A,Comércio e Serviços,2018-09-01,2023-06-19,Paraná,0.0,0.91,774.49,63.65,0.008938241734147296
Copel Distribuição S.A,Comércio e Serviços,2018-09-01,2023-06-20,Paraná,0.0,0.49,322.78,138.72,0.004921610423448322
Copel Distribuição S.A,Comércio e Serviços,2018-09-01,2023-08-28,Paraná,657057.01,1.81,181.53,41.37,1.1586889325969535e-10
Copel Distribuição S.A,Comércio e Serviços,2019-01-08,2022-12-15,Paraná,0.0,0.66,500.86,0.0,0.005341360339519668
Copel Distribuição S.A,Comércio e Serviços,2019-07-22,2024-06-22,Paraná,484317.84,0.62,144.17,0.13,3.177396286418009e-11
Copel Distribuição S.A,Comércio e Serviços,2019-07-23,2020-07-22,Paraná,0.0,2.7800000000000002,2308.0,343.2,0.0
Copel Distribuição S.A,Comércio e Serviços,2019-07-23,2021-07-22,Paraná,0.0,0.64,106.04,2.87,0.0
Copel Distribuição S.A,Comércio e Serviços,2019-07-23,2022-05-16,Paraná,0.0,0.63,254.71,73.48,0.003499942199071517
Copel Distribuição S.A,Comércio e Serviços,2019-07-23,2022-10-24,Paraná,0.0,0.69,270.38,66.62,0.003593895368801917
Copel Distribuição S.A,Comércio e Serviços,2019-07-23,2022-12-14,Paraná,0.0,1.3,606.04,8.58,0.006554539974994166
Copel Distribuição S.A,Comércio e Serviços,2019-07-23,2023-09-19,Paraná,2710549.85,0.66,1204.09,0.0,4.737367511318095e-11
Copel Distribuição S.A,Comércio e Serviços,2019-07-23,2024-06-23,Paraná,3691508.21,2.08,1344.78,122.74000000000001,1.4686424235078386e-10
Copel Distribuição S.A,Comércio e Serviços,2019-07-23,2024-06-24,Paraná,500910.6,0.59,161.07,39.11,4.261828628114379e-11
Copel Distribuição S.A,Comércio e Serviços,2019-08-01,2022-05-14,Paraná,0.0,0.68,96.1,8.38,0.0
Copel Distribuição S.A,Comércio e Serviços,2019-08-01,2024-07-01,Paraná,400154.64,0.6,134.78,0.0,3.591973403187461e-11
Copel Distribuição S.A,Comércio e Serviços,2019-12-06,2022-05-03,Paraná,0.0,0.82,82.37,1.92,0.0
Copel Distribuição S.A,Comércio e Serviços,2020-01-09,2023-12-29,Paraná,6741705.92,0.88,164321.0,200.57,2.6024869987728007e-09
Copel Distribuição S.A,Comércio e Serviços,2020-09-01,2022-08-22,Paraná,3934727.96,2.95,1037.8899999999999,42.47,1.1794448568818866e-10
Copel Distribuição S.A,Comércio e Serviços,2020-09-01,2025-08-01,Paraná,48486918.29,31.669999999999998,15447.77,486.15,1.4787755757065191e-09
Copel Distribuição S.A,Comércio e Serviços,2021-02-01,2026-01-01,Paraná,795726.54,0.52,413.88,33.74,5.999031774818446e-11
Copel Distribuição S.A,Comércio e Serviços,2021-10-18,2026-09-18,Paraná,145357.31,0.95,47.62,0.32,3.51719664942559e-11
Copel Distribuição S.A,Comércio e Serviços,2022-05-18,2024-05-18,Paraná,210456.43,0.64,40.2,1.0,2.0877116970022163e-11
Copel Distribuição S.A,Comércio e Serviços,2022-10-14,2025-10-13,Paraná,37976746.85,0.72,11367.46,876.88,3.438374276159787e-11
Copel Distribuição S.A,Comércio e Serviços,2023-09-01,2027-08-31,Paraná,6005858.7700000005,3.25,3000.16,446.52,3.2583624674179856e-10
Copel Distribuição S.A,Iluminação Pública,2019-01-11,2021-10-19,Paraná,0.0,0.38,898.61,205.16,0.01177102044873143
Copel Distribuição S.A,Iluminação Pública,2019-09-30,2021-08-19,Paraná,0.0,0.72,236.11,49.32,0.003043933397973683
Copel Distribuição S.A,Iluminação Pública,2020-01-09,2023-12-01,Paraná,403783.44,0.65,131.55,27.6,4.2033316387239644e-11
Copel Distribuição S.A,Iluminação Pública,2020-01-09,2023-12-29,Paraná,902353.03,0.33,356.33,81.35,5.172681571177424e-11
Copel Distribuição S.A,Iluminação Pública,2020-09-01,2025-08-01,Paraná,16159529.77,5.81,7301.52,1462.2,5.370204123688019e-10
Copel Distribuição S.A,Iluminação Pública,2021-02-01,2022-08-02,Paraná,1388930.24,0.63,509.81,116.4,4.808117697359314e-11
Copel Distribuição S.A,Iluminação Pública,2021-02-01,2026-01-01,Paraná,7087096.72,2.29,3499.4700000000003,798.96,2.386056681396122e-10
Copel Distribuição S.A,Iluminação Pública,2022-05-18,2024-11-18,Paraná,9414951.530000001,0.93,6339.52,1146.6200000000001,4.0723090805148334e-10
Copel Distribuição S.A,Iluminação Pública,2023-05-25,2027-05-24,Paraná,8683700.120000001,0.69,6977.62,1270.8,3.9244752693958195e-10
Copel Distribuição S.A,Iluminação Pública,2023-09-01,2027-08-31,Paraná,13914938.68,2.68,9868.61,1865.18,9.018415575241365e-10
Copel Distribuição S.A,Industrial,2016-06-22,2018-04-24,Paraná,0.0,0.38,1518.9,174.5,0.0
Copel Distribuição S.A,Industrial,2017-09-01,2020-08-30,Paraná,0.0,0.52,922.84,90.56,0.010807280613483272
Copel Distribuição S.A,Industrial,2017-09-10,2018-09-10,Paraná,0.0,0.53,783.08,90.63,0.0
Copel Distribuição S.A,Industrial,2018-01-09,2023-03-20,Paraná,0.0,0.53,252.49,0.75,0.0027006470717964317
Copel Distribuição S.A,Industrial,2018-05-07,2022-12-22,Paraná,0.0,0.58,3574.46,197.03,0.04022059479074998
Copel Distribuição S.A,Industrial,2018-09-01,2019-09-01,Paraná,0.0,1.38,1544.2,187.85,0.0
Copel Distribuição S.A,Industrial,2019-07-22,2022-02-07,Paraná,0.0,0.52,52.56,4.16,0.0
Copel Distribuição S.A,Industrial,2019-07-23,2021-02-18,Paraná,0.0,0.34,1429.01,166.23,0.017012242279310297
Copel Distribuição S.A,Industrial,2020-09-01,2022-08-22,Paraná,6537310.2700000005,2.05,2276.69,137.46,1.1421920867169328e-10
Copel Distribuição S.A,Industrial,2020-09-01,2025-08-01,Paraná,14943435.36,5.23,5519.33,451.04,2.99102962578372e-10
Copel Distribuição S.A,Industrial,2022-05-06,2023-11-30,Paraná,3899554.04,0.51,2282.84,264.22,6.965619696615356e-11
Copel Distribuição S.A,Industrial,2022-05-06,2024-05-06,Paraná,2633677.65,1.8900000000000001,806.1400000000001,1.0,9.560241680613088e-11
Copel Distribuição S.A,Industrial,2022-07-01,2024-07-01,Paraná,2909918.12,1.21,1110.12,82.04,8.795665696918667e-11
Copel Distribuição S.A,Industrial,2022-07-11,2024-07-10,Paraná,1932040.0299999998,1.4,716.6700000000001,92.1,9.042482634835348e-11
Copel Distribuição S.A,Industrial,2022-07-11,2025-07-10,Paraná,3106617.38,0.64,710.58,100.7,2.7849572239850368e-11
Copel Distribuição S.A,Industrial,2023-05-25,2027-05-24,Paraná,9099163.17,2.9699999999999998,4744.16,385.12,1.9659840743216807e-10
Copel Distribuição S.A,Industrial,2023-09-01,2027-08-31,Paraná,13610531.11,7.58,4002.21,307.08,2.896835339458678e-10
Copel Distribuição S.A,Poder Público,2016-05-23,2018-11-12,Paraná,0.0,0.64,58.31,14.91,0.0
Copel Distribuição S.A,Poder Público,2017-01-09,2020-12-24,Paraná,0.0,0.88,1246.97,245.94,0.015920956483792492
Copel Distribuição S.A,Poder Público,2017-07-01,2020-08-30,Paraná,0.0,0.43,235.63,27.82,0.002809530370655386
Copel Distribuição S.A,Poder Público,2017-09-01,2020-12-22,Paraná,0.0,0.64,1820.33,349.04,0.023134981591150783
Copel Distribuição S.A,Poder Público,2017-09-01,2021-10-26,Paraná,0.0,0.3,1223.54,280.67,0.01604146395461582
Copel Distribuição S.A,Poder Público,2017-09-10,2018-09-10,Paraná,0.0,1.0,361.91999999999996,60.03,0.0
Copel Distribuição S.A,Poder Público,2017-09-11,2020-07-30,Paraná,0.0,0.78,307.17,109.12,0.004439473896375519
Copel Distribuição S.A,Poder Público,2017-11-09,2020-12-22,Paraná,0.0,1.1099999999999999,1561.55,388.46999999999997,0.020795750288044854
Copel Distribuição S.A,Poder Público,2017-11-09,2020-12-24,Paraná,0.0,0.89,2753.05,257.18,0.03210223043331927
Copel Distribuição S.A,Poder Público,2018-09-01,2020-09-01,Paraná,0.0,0.6,354.37,33.18,0.0
Copel Distribuição S.A,Poder Público,2018-09-01,2023-05-26,Paraná,0.0,0.51,408.73,20.83,0.004580990191758313
Copel Distribuição S.A,Poder Público,2018-09-01,2023-08-31,Paraná,0.0,0.42,2488.57,227.78,0.028968183041676823
Copel Distribuição S.A,Poder Público,2018-11-01,2019-11-01,Paraná,0.0,0.54,753.6,172.05,0.0
Copel Distribuição S.A,Poder Público,2019-07-18,2022-06-07,Paraná,0.0,0.52,169.15,18.04,0.001996264908267154
Copel Distribuição S.A,Poder Público,2019-07-18,2024-06-18,Paraná,315186.32,0.65,163.03,6.17,5.7249080217572736e-11
Copel Distribuição S.A,Poder Público,2019-07-23,2021-07-22,Paraná,0.0,0.67,284.89,20.87,0.0
Copel Distribuição S.A,Poder Público,2019-07-23,2023-11-30,Paraná,5115912.69,0.42,3248.65,935.58,8.722238388744723e-11
Copel Distribuição S.A,Poder Público,2019-07-23,2024-06-23,Paraná,6059786.64,2.3,2564.55,368.57000000000005,2.008142436606817e-10
Copel Distribuição S.A,Poder Público,2020-09-01,2025-08-01,Paraná,37091406.37,9.71,10568.43,309.21000000000004,5.561679192325077e-10
Copel Distribuição S.A,Poder Público,2022-07-11,2024-07-10,Paraná,1218860.35,0.17,979.01,223.52,1.0521496010397305e-10
Copel Distribuição S.A,Prioritário,2016-10-15,2017-10-15,Paraná,0.0,0.65,4653.95,792.13,0.0
Copel Distribuição S.A,Residencial,2015-06-16,2018-09-18,Paraná,0.0,0.65,359.81,64.6,0.0
Copel Distribuição S.A,Residencial,2016-05-13,2018-11-30,Paraná,0.0,0.41,302.71,83.63,0.0
Copel Distribuição S.A,Residencial,2017-09-11,2020-08-30,Paraná,0.0,0.67,127.55,5.47,0.0014185755547716054
Copel Distribuição S.A,Residencial,2017-09-11,2021-08-30,Paraná,0.0,0.56,213.04,39.3,0.0026910491316423607
Copel Distribuição S.A,Residencial,2018-09-01,2021-08-19,Paraná,0.0,1.3900000000000001,526.79,85.76,0.006532464712639805
Copel Distribuição S.A,Residencial,2018-09-01,2021-08-23,Paraná,0.0,0.5,78.61,19.98,0.0010514010219886676
Copel Distribuição S.A,Residencial,2018-09-01,2021-12-06,Paraná,0.0,1.45,204.49,14.09,0.0023310197320852316
Copel Distribuição S.A,Residencial,2018-09-01,2022-04-07,Paraná,0.0,0.73,198.6,15.69,0.0022852695506841627
Copel Distribuição S.A,Residencial,2018-09-01,2022-05-03,Paraná,0.0,0.85,53.64,5.86,0.0006345304879635432
Copel Distribuição S.A,Residencial,2019-07-22,2022-02-10,Paraná,0.0,0.74,69.04,6.5,0.0
Copel Distribuição S.A,Residencial,2019-07-23,2022-09-13,Paraná,0.0,0.92,96.92,6.41,0.0011019501734667717
Copel Distribuição S.A,Residencial,2019-07-23,2022-10-24,Paraná,0.0,0.76,125.14,5.94,0.0013978866615506093
Copel Distribuição S.A,Residencial,2019-07-23,2022-12-14,Paraná,0.0,0.68,34.4,0.82,0.00037559939136262173
Copel Distribuição S.A,Residencial,2019-07-23,2023-04-06,Paraná,0.0,0.71,28.38,0.69,0.00031001346697647397
Copel Distribuição S.A,Residencial,2019-07-23,2024-06-23,Paraná,894902.6699999999,1.27,256.34000000000003,0.66,6.122700263771041e-11
Copel Distribuição S.A,Residencial,2019-12-17,2023-07-28,Paraná,0.0,0.56,17407.07,4704.76,0.23580891226330947
Copel Distribuição S.A,Residencial,2020-09-01,2022-08-22,Paraná,1111867.57,2.88,204.3,1.12,7.514459213589549e-11
Copel Distribuição S.A,Residencial,2020-09-01,2024-08-31,Paraná,304484.47,0.61,66.09,3.87,2.4503051233013237e-11
Copel Distribuição S.A,Residencial,2020-09-01,2025-08-01,Paraná,2316648.01,2.4299999999999997,479.56,8.35,8.912407850497717e-11
Copel Distribuição S.A,Residencial,2022-05-06,2024-05-06,Paraná,2180089.41,3.5,451.01,3.12,1.1106104532965469e-10
Copel Distribuição S.A,Residencial,2022-05-18,2024-05-18,Paraná,195136.7,0.74,33.62,0.0,1.8373600059377565e-11
Copel Distribuição S.A,Residencial,2022-07-01,2024-07-01,Paraná,721757.29,1.52,161.12,0.8,4.57650630084072e-11
Copel Distribuição S.A,Residencial,2022-07-11,2025-07-10,Paraná,585425.26,1.51,129.69,4.76,4.800730326755441e-11
Copel Distribuição S.A,Residencial,2023-05-25,2027-05-24,Paraná,1644425.09,3.49,382.28,0.42,1.215124181009126e-10
Copel Distribuição S.A,Residencial,2023-09-01,2027-08-31,Paraná,825179.0700000001,1.48,178.06,0.0,4.599546478398938e-11
Copel Distribuição S.A,Rural,2019-07-23,2021-07-22,Paraná,0.0,0.6,224.28,6.73,0.0
Copel Distribuição S.A,Rural,2020-09-01,2025-08-01,Paraná,1274249.95,1.49,374.40999999999997,7.48,6.163201940919262e-11
Copel Distribuição S.A,Serviços Públicos,2017-09-01,2020-12-30,Paraná,0.0,0.38,153.5,36.22,0.0020232457844780406
Copel Distribuição S.A,Serviços Públicos,2019-07-23,2024-06-23,Paraná,418283.74,0.25,668.15,70.68,1.8836883718373882e-10
Copel Distribuição S.A,Serviços Públicos,2020-09-01,2025-08-01,Paraná,3981183.0999999996,1.48,1431.21,66.2,8.09368576757908e-11
Copel Distribuição S.A,Serviços Públicos,2021-02-01,2026-01-01,Paraná,703685.35,0.62,395.13,14.86,6.213413783820977e-11
Copel Distribuição S.A.,Comércio e Serviços,2015-11-03,2018-09-19,Paraná,0.0,0.74,431.26,52.78,0.0
Copel Distribuição S.A.,Poder Público,2015-10-12,2016-10-11,Paraná,0.0,0.34,196.37,15.03,0.0
DEPARTAMENTO MUNICIPAL DE ENERGIA DE IJUÍ,Residencial,2004-01-01,2005-12-31,Rio Grande do Sul,208800.0,0.67,18.4,47.52,6.733675546543645e-11
DMED,Baixa Renda,2015-12-08,2016-10-31,São Paulo,0.0,0.76,443.0,163.0,0.0
DMED,Residencial,2014-09-01,2015-12-31,São Paulo,0.0,0.59,153.74,52.1,0.0
Departamento Municipal de Energia de Ijui,Baixa Renda,2012-07-18,2012-12-28,Rio Grande do Sul,0.0,0.51,176.58,71.76,0.0
Departamento Municipal de Energia de Ijui,Baixa Renda,2014-05-02,2014-12-31,Rio Grande do Sul,546285.0,0.71,626.5,247.42,1.7060349463298176e-10
Departamento Municipal de Energia de Ijui,Educacional,2018-11-14,2021-12-31,Rio Grande do Sul,368279.87,0.0,0.0,0.0,0.0
EDP ESPÍRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.,Educacional,2023-04-10,2024-10-10,Espírito Santo,700000.0,0.0,0.0,0.0,0.0
EDP Espirito Santo Distribuiçaõ de Energia S/A,Educacional,2019-04-15,2018-05-31,Espírito Santo,0.0,0.0,0.0,0.0,0.0
EDP Espirito Santo Distribuiçaõ de Energia S/A,Educacional,2021-01-14,2020-11-30,Espírito Santo,0.0,0.0,0.0,0.0,0.0
EDP Espirito Santo Distribuiçaõ de Energia S/A,Gestão Energética Municipal,2018-04-27,2020-07-14,Espírito Santo,0.0,0.0,0.0,0.0,0.0
EDP Espirito Santo Distribuiçaõ de Energia S/A,Poder Público,2017-07-31,2017-12-15,Espírito Santo,0.0,0.67,143.95,28.57,0.0
EDP Espirito Santo Distribuição de Energia S/A,Poder Público,2017-09-30,2018-06-11,Espírito Santo,0.0,0.65,129.14,18.19,0.0
EDP SP,Baixa Renda,2013-05-06,2015-12-31,São Paulo,0.0,0.6,10575.26,6886.2,0.0
EDP SP,Baixa Renda,2013-06-17,2016-04-30,São Paulo,0.0,0.72,3419.95,3552.84,0.0
EDP SP,Baixa Renda,2016-11-23,2018-03-31,São Paulo,0.0,0.76,1318.0,411.0,0.0
EDP SP,Comércio e Serviços,2017-11-17,2019-07-10,São Paulo,0.0,0.62,420.0,116.0,0.0
EDP SP,Industrial,2014-11-28,2016-03-28,São Paulo,0.0,0.2,4726.0,665.0,0.0
EDP SP,Residencial,2016-10-21,2018-07-31,São Paulo,0.0,0.76,143.56,16.28,0.0
EDP SP,Residencial,2017-08-23,2018-04-30,São Paulo,0.0,0.12,1967.02,1298.03,0.0
ELEKTRO - Eletricidade e Serviços S/A,Baixa Renda,2015-02-01,2016-08-31,São Paulo,0.0,0.12,32958.85,8700.38,0.0
ELEKTRO - Eletricidade e Serviços S/A,Baixa Renda,2016-04-20,2017-05-01,São Paulo,0.0,0.74,8908.93,1159.19,0.0
ELEKTRO - Eletricidade e Serviços S/A,Baixa Renda,2017-02-23,2019-09-24,São Paulo,0.0,0.24,7693.56,1046.73,0.0
ELEKTRO - Eletricidade e Serviços S/A,Educacional,2013-02-13,2014-03-27,São Paulo,0.0,0.0,0.0,0.0,0.0
ELEKTRO - Eletricidade e Serviços S/A,Educacional,2013-06-05,2013-12-17,São Paulo,0.0,0.0,0.0,0.0,0.0
ELEKTRO - Eletricidade e Serviços S/A,Educacional,2014-01-01,2016-03-30,São Paulo,0.0,0.0,0.0,0.0,0.0
ELEKTRO - Eletricidade e Serviços S/A,Educacional,2015-03-03,2016-04-30,São Paulo,0.0,0.0,0.0,0.0,0.0
ELEKTRO - Eletricidade e Serviços S/A,Educacional,2017-06-14,2019-04-11,São Paulo,0.0,0.0,0.0,0.0,0.0
ELEKTRO - Eletricidade e Serviços S/A,Educacional,2017-09-13,2015-04-30,São Paulo,0.0,0.0,0.0,0.0,0.0
ELEKTRO Eletricidade e Serviços S/A,Residencial,2016-01-27,2017-03-29,São Paulo,0.0,0.71,3086.49,579.79,0.0
EMPRESA LUZ E FORÇA SANTA MARIA S/A,Baixa Renda,2009-04-01,2009-11-30,Espírito Santo,0.0,0.54,236.16,26.96,0.0
EMPRESA LUZ E FORÇA SANTA MARIA S/A,Baixa Renda,2009-11-23,2010-02-28,Espírito Santo,0.0,0.15,1368.61,191.63,0.0
EMPRESA LUZ E FORÇA SANTA MARIA S/A,Comércio e Serviços,2009-12-21,2010-08-14,Espírito Santo,0.0,0.6,646.32,0.0,0.0
EMPRESA LUZ E FORÇA SANTA MARIA S/A,Serviços Públicos,2009-05-01,2009-08-31,Espírito Santo,0.0,0.65,314.05,69.42,0.0
ENEL,Baixa Renda,2014-05-21,2015-12-31,São Paulo,0.0,0.28,4040.23,1743.33,0.0
ENEL DISTRIBUICAO CEARA,Baixa Renda,2017-04-01,2018-06-14,Ceará,0.0,0.23,19480.53,5523.25,0.0
ENEL DISTRIBUICAO CEARA,Baixa Renda,2018-04-01,2019-06-03,Ceará,0.0,0.6399999999999999,38495.369999999995,4724.77,0.0
ENEL DISTRIBUICAO CEARA,Residencial,2017-07-12,2020-06-15,Ceará,0.0,0.78,1569.68,319.71,0.0
ENEL DISTRIBUIÇÃO CEARA,Residencial,2018-07-17,2019-07-16,Ceará,0.0,0.75,1464.91,245.11,0.0
ENEL Distribuição Ceará,Poder Público,2016-12-14,2018-09-12,Ceará,0.0,0.74,828.75,94.61,0.0
ENEL Distribuição Ceará,Serviços Públicos,2017-07-06,2018-07-05,Ceará,0.0,0.51,639.97,98.37,0.0
ENERGISA,Baixa Renda,2013-04-22,2016-06-01,Sergipe,0.0,1.2799999999999998,1031.05,269.28,0.0
ENERGISA,Baixa Renda,2013-04-23,2016-05-30,Sergipe,0.0,0.74,1361.5,320.76,0.0
ENERGISA,Baixa Renda,2013-09-24,2016-03-31,Sergipe,0.0,0.71,504.59,118.59,0.0
ENERGISA MINAS GERAIS,Baixa Renda,2010-08-30,2013-05-31,Minas Gerais,0.0,1.28,11039.62,5920.38,0.0
EQUATORIAL ENERGIA ALAGOAS,Poder Público,2022-10-13,2024-05-13,Alagoas,466593.19,0.29,456.13,56.73,1.1721844370872255e-10
EQUATORIAL ENERGIA ALAGOAS,Poder Público,2022-10-13,2024-10-13,Alagoas,466528.48,0.32,334.09,39.61,8.54241086011491e-11
EQUATORIAL ENERGIA MARANHÃO,Iluminação Pública,2019-07-18,2024-05-30,Maranhão,313050.0,0.17,240.96,55.01,1.0082529438525801e-10
EQUATORIAL ENERGIA MARANHÃO,Iluminação Pública,2021-08-09,2024-04-30,Maranhão,659747.01,0.27,481.68,114.95,1.9288267403080875e-10
EQUATORIAL ENERGIA MARANHÃO,Iluminação Pública,2021-08-09,2024-05-30,Maranhão,329911.18,0.14,237.28,56.63,9.500639620562505e-11
ESCELSA,Baixa Renda,2010-07-09,2015-08-04,Espírito Santo,0.0,0.33,11878.09,7275.82,0.0
