,DatGeracaoConjuntoDados,NomAgente,IdeEmpresaProponenteProjeto,DscCodProjeto,DscTituloProjeto,DscTipologia,VlrCustoTotal,VlrRcbGlobal,VlrEnergiaEconomizadaTotal,VlrRetiradaDemandaPontaTotal,DscObjetivo,DscJustificativa,DatInicioProjeto,DatConclusaoProjeto,DscMetodologiaMv,Score,Address,Latitude,Longitude,Estado,Capital
179,2024-04-01,COMPANHIA ENERGÉTICA DE ALAGOAS,8974,PE-00044-0015/2017,Eficiência Energética e Minigeração na UFAL,Serviços Públicos,0.0,0.86,354.88,26.6,"Redução do valor da fatura de energia por meio da melhoria da eficiência no uso final de energia com a substituição de 1.520 lâmpadas fluorescentes tubulares T8 de 40W por lâmpadas de LED tubulares T8 de 18 W equivalentes,  e a redução dos gastos com energia elétrica por meio da geração própria de energia fotovoltaica de 150 kWp e também ações de treinamento e capacitação.","As despesas com energia elétrica são um dos principais itens de custeio em várias instituições públicas, de modo que uma quantia vultosa de recursos públicos é destinada ao pagamento da fatura de energia elétrica dessas instituições. Parte considerável desses gastos poderia ser evitada por meio de ações de eficiência energética e da implantação de sistemas de geração própria de energia (micro ou minigeração). A Eletrobras Distribuição Alagoas sensibilizada com a situação, demonstrou interesse em participar do Projeto Piloto e Prioritário tendo como benefiiciária a Ufal, que tem uma despesa mensal com energia elétrica em torno de R$ 460 mil.",2017-10-10,2018-10-10,,1.013369959962612,,,,ALAGOAS,MACEIÓ
180,2024-04-01,EDP ESPIRITO SANTO DISTRIBUIDORA DE ENERGIA SA,8105,PE-00380-0082/2019,Projeto EE Arcelor Mittal 4,Industrial,0.0,0.48,318.9,59.89,"Eficientização energética dos sistemas de iluminação nas instalações da unidade ArcelorMittal presente na área de concessão da EDP ES, através da substituição dos equipamentos antigos por modelos mais eficientes, utilizando tecnologia LED.",Estaremos realizando medições amostrais de um grupo de lâmpadas conforme orientação do guia de M&V.,2019-03-29,2021-09-23,"Opção A do Guia de PIMV, com estimativa do tempo de uso.",1.0131111058363746,,,,ESPÍRITO SANTO,VITÓRIA
182,2024-04-01,ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A,4936,PE-00405-0093/2019,Projeto Iluminação Pública - Município de Cofresa,Iluminação Pública,0.0,0.26,306.42,69.96,"Redução de consumo e demanda na ponta do sistema de iluminação. Renovação de ativos e redução de manutenção devido a maior vida útil. Fomentar ações de eficiência energética atraves de palestra e treinamento. Atualmente, o sistema de iluminação pública na cidade é composto por lâmpadas com tecnologias de vapor de sódio, . As horas de funcionamento consideradas no sistema foram 12horas/dia e 365dias/ano. Foi considerado o fator de coincidência na ponta de 1, pois na região por volta das 18:00hs, que é o início do horário de ponta, já se observa o acendimento da iluminação pública através dos relés fotoelétricos.","A seleÃÃo do MunicÃpio de Confresa/MT para a participaÃÃo no Programa de EficiÃncia EnergÃtica da ANEEL (PEE ANEEL) deve-se, dentre outras razÃes, ao enorme potencial de eficientizaÃÃo no consumo de energia elÃtrica em IluminaÃÃo PÃblica das principais ruas da cidade, aliado ao alto grau de comprometimento do consumidor na reduÃÃo dos custos de energia elÃtrica.",2019-06-20,2020-04-30,,1.012879195634058,,,,MATO GROSSO,CUIABÁ
183,2024-04-01,CEMIG DISTRIBUIÇÃO SA,8131,PE-04950-0143/2018,Eficientização Energética de I.P. em Candeias,Iluminação Pública,0.0,0.32,323.94,51.67,"Substituição dos atuais equipamentos de iluminação pública por luminárias LED, de menor potência.",Projeto selecionado através da Chamada Pública de Projetos - CPP 2018.,2018-10-20,2021-02-28,"A opção escolhida para a realização do M&V foi a opção A, com medição da potência da lâmpada através de Multimedidor Eletrônico, e o tempo medido com horímetro, sendo que o consumo anual de energia será calculado pela multiplicação da potência medida etempo estimado de funcionamento, em ambos os períodos de medição. O projeto prevê alterações, se for necessário, para atingir a precisão e confiabilidade definida.",1.0128050998432763,,,,MINAS GERAIS,BELO HORIZONTE
184,2024-04-01,CEB DISTRIBUIÇÃO SA,8394,PE-05160-1804/2018,Eficientização Energética da Casa Thomas Jefferson Unidade Asa Norte,Comércio e Serviços,0.0,0.55,332.48,41.98,"Este projeto tem como objetivo principal eficientizar os sistemas de iluminação e condicionamento ambiental do edifício, além de implantar auto geração através de uma pequena central fotovoltaica. Com isso, pretende-se reduzir significativamente os gastos da entidade com energia elétrica, além de dar exemplo de sustentabilidade e conservação de energia para pais, alunos e comunidade.A Casa Thomas Jefferson entende que investir em eficiência energética e conservação de energia é um importante passo no fortalecimento de seu compromisso com a sociedade, o planeta e o meio ambiente, além de atingir economia financeira. Através desse Programa, pais, alunos, funcionários e professores terão contato direto com ações de grande impacto e alta viabilidade, podendo este projeto se tornar um catalizador do tema na região.",Não aplicácel,2018-01-03,2020-08-14,,1.0126944372986022,,,,DISTRITO FEDERAL,BRASÍLIA
185,2024-04-01,ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A,4855,PE-00405-0088/2019,Secretaria de Estado de Gesto - SEGES - MT,Poder Público,0.0,0.7,304.42,63.01,"O projeto proposto tem como objetivo a eficientizao energtica do sistema de iluminao, alm da eficientizao do sistema de condicionamento ambiental no Governo do Estado de Mato Grosso: Secretaria de Estado de Gesto - SEGES.",,2019-02-21,2020-09-30,,1.012017952351595,,,,MATO GROSSO,CUIABÁ
186,2024-04-01,CEB DISTRIBUIÇÃO SA,8336,PE-05160-1805/2018,Eficientização Energética da Casa Thomas Jefferson Unidade Asa Sul,Comércio e Serviços,0.0,0.63,343.95,23.26,"Este projeto tem como objetivo principal eficientizar os sistemas de iluminação, condicionamento ambiental e refrigeração do edifício, além de implantar auto geração através de uma pequena central fotovoltaica. Com isso, pretende-se reduzir significativamente os gastos da entidade com energia elétrica, além de dar exemplo de sustentabilidade e conservação de energia para pais, alunos e comunidade. A Casa Thomas Jefferson entende que investir em eficiência energética e conservação de energia é um importante passo no fortalecimento de seu compromisso com a sociedade, o planeta e o meio ambiente, além de atingir economia financeira.",Não aplicácel,2018-01-03,2020-01-31,,1.0119967821256575,,,,DISTRITO FEDERAL,BRASÍLIA
187,2024-04-01,COMPANHIA PIRATININGA DE FORÇA E LUZ,8332,PE-02937-0070/2019,EE-02937-0070-HOTEL CAPOAVA-CPP18,Comércio e Serviços,0.0,0.67,313.58,52.79,"Reduzir o desperdício de energia elétrica na tipologia Comércio e Serviços, por meio de implementação de projeto de eficiência energética.",Cumprir metas regulatórias,2019-06-17,2021-02-17,A-Medição Parcial de Retrofit isolado,1.0119159503538957,,,,SÃO PAULO,SANTOS
188,2024-04-01,NEOENERGIA DISTRIBUIÇÃO BRASÍLIA SA,8576,PE-05160-1813/2018,Eficientização Energética da UDF,Comércio e Serviços,0.0,0.48,310.2,55.76,"O ojetivo do projeto é implementar as seguintes ações de eficiência: Eficientização do sistema de iluminação do prédio, com a substituição do sistema atual, pelo sistema mais eficiente proposto com tecnologia LED composto de 4.112 lâmpadas e/ou luminárias. Sistema de Geração Solar Fotovoltaica de104 kWp.",,2018-06-26,2022-02-28,,1.0118764967510119,,,,DISTRITO FEDERAL,BRASÍLIA
189,2024-04-01,ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A,4929,PE-00405-0094/2019,Projeto Iluminação Pública - Município de Rondonópolis,Iluminação Pública,0.0,0.26,290.8,66.39,"Redução de consumo e demanda na ponta do sistema de iluminação. Renovação de ativos e redução de manutenção devido a maior vida útil. Fomentar ações de eficiência energética atraves de palestra e treinamento. Atualmente, o sistema de iluminação pública na cidade é composto por lâmpadas com tecnologias de vapor de sódio, . As horas de funcionamento consideradas no sistema foram 12horas/dia e 365dias/ano. Foi considerado o fator de coincidência na ponta de 1, pois na região por volta das 18:00hs, que é o início do horário de ponta, já se observa o acendimento da iluminação pública através dos relés fotoelétricos.","A seleÃÃo do MunicÃpio de RondonÃpolis/MT para a participaÃÃo no Programa de EficiÃnciaEnergÃtica da ANEEL (PEE ANEEL) deve-se, dentre outras razÃes, ao enorme potencial deeficientizaÃÃo no consumo de energia elÃtrica em IluminaÃÃo PÃblica das principais ruas dacidade, aliado ao alto grau de comprometimento do consumidor na reduÃÃo dos custos deenergia elÃtrica.",2019-06-20,2020-03-06,,1.011032574562498,,,,MATO GROSSO,CUIABÁ
190,2024-04-01,CENTRAIS ELÉTRICAS DE RONDÔNIA SA   CERON,4963,PE-00369-1904/2019,Projeto de Eficiência Energética em Iluminação Pública da cidade de Jaru,Iluminação Pública,0.0,0.28,290.37,66.29,Reduzir o consumo de energia elétrica nas principais ruas de Jaru,,2019-07-18,2020-07-18,,1.0109815735636483,,,,RONDÔNIA,PORTO VELHO
191,2024-04-01,ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A,4939,PE-00405-0095/2019,Projeto Iluminação Pública - Município de Santo Antônio do Leverger,Iluminação Pública,0.0,0.26,288.73,65.92,"Redução de consumo e demanda na ponta do sistema de iluminação. Renovação de ativos e redução de manutenção devido a maior vida útil. Fomentar ações de eficiência energética atraves de palestra e treinamento. Atualmente, o sistema de iluminação pública na cidade é composto por lâmpadas com tecnologias de vapor de sódio, . As horas de funcionamento consideradas no sistema foram 12horas/dia e 365dias/ano. Foi considerado o fator de coincidência na ponta de 1, pois na região por volta das 18:00hs, que é o início do horário de ponta, já se observa o acendimento da iluminação pública através dos relés fotoelétricos.","A seleÃÃo do MunicÃpio de Santo AntÃnio do Leverger/MT para a participaÃÃo no Programa de EficiÃnciaEnergÃtica da ANEEL (PEE ANEEL) deve-se, dentre outras razÃes, ao enorme potencial deeficientizaÃÃo no consumo de energia elÃtrica em IluminaÃÃo PÃblica das principais ruas dacidade, aliado ao alto grau de comprometimento do consumidor na reduÃÃo dos custos deenergia elÃtrica.",2019-06-20,2020-04-30,,1.010788154681218,,,,MATO GROSSO,CUIABÁ
192,2024-04-01,CENTRAIS ELÉTRICAS DE RONDÔNIA SA   CERON,4964,PE-00369-1905/2019,Projeto de Eficiência Energética em Iluminação Pública da cidade de Rolim de Moura,Iluminação Pública,0.0,0.32,287.87,65.72,Reduzir o consumo de energia elétrica nas principais ruas de Rolim de Moura,,2019-07-18,2020-07-18,,1.0106861526835187,,,,RONDÔNIA,PORTO VELHO
193,2024-04-01,CEMIG DISTRIBUIÇÃO SA,8133,PE-04950-0145/2018,Eficientização Energética de I.P. em Moeda,Iluminação Pública,0.0,0.72,304.25,48.53,"Substituição dos atuais equipamentos de iluminação pública por luminárias LED, de menor potência.",Projeto selecionado através da Chamada Pública de Projetos - CPP 2018.,2018-10-20,2021-02-28,"A opção escolhida para a realização do M&V foi a opção A, com medição da potência da lâmpada e o tempo pode ser estimado utilizando informações da ANEEL e da concessionária de energia, bem como está definido no próprio edital. O projeto prevê alterações, se for necessário, para atingir a precisão e confiabilidade definida.",1.0106082077607481,,,,MINAS GERAIS,BELO HORIZONTE
196,2024-04-01,ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A,4935,PE-00405-0090/2019,Projeto Iluminação Pública - Município de Cáceres,Iluminação Pública,0.0,0.31,278.11,63.49,Redução de consumo e demanda na ponta do sistema de iluminação pública utilizando Luminárias LED. Renovação de ativos e redução de manutenção devido a maior vida útil dos LED's. Fomentar ações de eficiência energética,"A seleção do Município de Cáceres/MT para a participação no Programa de EficiênciaEnergética da ANEEL (PEE ANEEL) deve-se, dentre outras razões, ao enorme potencial deeficientização no consumo de energia elétrica em Iluminação Pública das principais ruas dacidade, aliado ao alto grau de comprometimento do consumidor na redução dos custos deenergia elétrica.",2019-05-01,2020-03-10,,1.0095323753699177,,,,MATO GROSSO,CUIABÁ
198,2024-04-01,NEOENERGIA DISTRIBUIÇÃO BRASÍLIA SA,8578,PE-05160-1814/2018,Projeto de Eficiência Energética do Colégio La Salle,Comércio e Serviços,0.0,0.49,260.58,44.71,"As ações de eficiência energética contemplarão os sistemas de iluminação e uso de fontes incentivadas (geração solar fotovoltaica). Através desse Projeto, serão instaladas: 2316 lâmpadas LED de modelo equivalente à fluorescente tubular/fluorescente compacta/refletores- Sistema de Geração Solar Fotovoltaica de 125,4 kWp. Com isso, será obtida redução de aproximadamente 294,14 MWh/ano, do consumo atual de energia na unidade consumidora.",,2018-06-26,2022-02-28,"A fronteira de medição será o conjunto dos circuitos de alimentação dos sistemas de iluminação e fotovoltaico, pelo lado da energia., sendo que os medidores serão alocados nas respectivas tomadas ou disjuntores.A aferição e monitoramento da temperatura média diária, por sua vez, será obtida através dos dados disponibilizados pelo Instituto Nacional de Metrologia (INMET), através de sua plataforma online. Os efeitos interativos resultantes das alterações da temperatura externa no sistema de geração fotovoltaica serão ignorados pelo Plano de Medição e Verificação.Será levado em consideração o desempenho energético dos sistemas afetados, sendo que os efeitos interativos em outros equipamentos da instalação poderão ser desconsiderados. Para o caso da AEE direcionada ao sistema de iluminação, optou-se pela &#x201C-Opção A&#x201D- do PIMVP, onde a potência consumida será reduzida e as horas de utilização serão estimadas mediante cálculos de engenharia.",1.0060383258072112,,,,DISTRITO FEDERAL,BRASÍLIA
200,2024-04-01,CEB DISTRIBUIÇÃO SA,8608,PE-05160-1810/2018,Programa de Eficiência Energética na COOPA-DF,Rural,0.0,0.87,291.9,6.64,"A COOPA-DF entende que investir em eficiência energética e conservação de energia é um importante passo no fortalecimento de seu compromisso com a sociedade, o planeta e o meio ambiente, além de atingir economia financeira. Através desse projeto, os cooperados terão contato direto com ações de grande impacto e alta viabilidade, podendo este projeto se tornar um catalizador do tema no setor agroindustrial.Com a implantação do projeto, pretende-se reduzir significativamente os gastos da entidade com energia elétrica, além de dar exemplo de sustentabilidade e conservação de energia. Além disso, o projeto pretende:. Contribuir para difusão de uma cultura que privilegia os processos de desenvolvimento sustentáveis, que valorize a conservação de energia, o ambiente e os recursos naturais.. Aumentar a satisfação do ambiente de trabalho contribuindo para melhoria dos serviços prestados à comunidade.",,2018-06-27,2022-03-22,,1.0053887847841247,,,,DISTRITO FEDERAL,BRASÍLIA
202,2024-04-01,COMPANHIA PIRATININGA DE FORÇA E LUZ,8229,PE-02937-0086/2019,EE_02937_0086_2019_IP Indaiatuba _CPP19,Iluminação Pública,0.0,0.46,238.27,53.1,"Cumprir regras regulatórias da ANEEL, realizando projetos de eficiência energética aprovados através da Chamada Pública de Projetos de 2019.Substituir o sistema de iluminação existente, composto por 384 luminárias com lâmpadas vapor de sódio de 400W na iluminação pública, por sistema utilizando 384 lâmpadas com tecnologia LED 240 W 28.800 lúmens.",Cumprir metas regulatórias,2019-10-22,2021-01-20,A - medição parcial de retrofit isolado,1.0046988278751572,,,,SÃO PAULO,SANTOS
204,2024-04-01,CEMIG DISTRIBUIÇÃO SA,7919,PE-04950-0150/2018,Eficiência Energética dos sistemas de iluminação da Prefeitura Municipal de Coronel Fabriciano,Serviços Públicos,0.0,0.64,266.56,16.87,"Eficientização energética dos sistemas de iluminação da Prefeitura Municipal de Coronel Fabriciano, realizando a substituição de lâmpadas incandescentes, fluorescentes compactas, fluorescentes tubulares, mistas, vapor de mercúrio e sódio, por lâmpadas e refletores LED.",Projeto selecionado através da Chamada Pública de Projetos - CPP 2018.,2018-12-15,2020-10-31,"Para o M&V do uso final iluminação será utilizada a opção A, com medição da potência das lâmpadas por um wattímetro no PLB e PDE e estimativa do tempo de uso e do FCP com horímetros que possuam memória de massa no PLB (mesmo para o PDE). A amostra de cada período será calculada a fim de atingir a precisão definida de 10% com intervalo de confiança de 95%.",1.0039347751754082,,,,MINAS GERAIS,BELO HORIZONTE
205,2024-04-01,CENTRAIS ELÉTRICAS DE RONDÔNIA SA   CERON,4960,PE-00369-1903/2019,Projeto de Eficiência Energética em Iluminação Pública da cidade de Costa Marques,Iluminação Pública,0.0,0.33,230.25,52.56,Reduzir o consumo de energia elétrica nas principais ruas de Costa Marques,,2019-07-18,2020-07-18,,1.0038751136295838,,,,RONDÔNIA,PORTO VELHO
206,2024-04-01,ENERGISA PARABA DISTRIBUIDORA DE ENERGIA SA,4900,PE-06600-1805/2018,Projeto de EficiÃªncia EnergÃ©tica em IluminaÃ§Ã£o PÃºblica da cidade de JacaraÃº na ParaÃ­ba.,Iluminação Pública,0.0,0.33,228.76,52.23,Reduzir o consumo de energia elÃ©trica nas principais ruas de JacaraÃº,,2018-04-09,2019-04-29,,1.0036999781240998,,,,PARAÍBA,JOÃO PESSOA
207,2024-04-01,ENERGISA SERGIPE DISTRIBUIDORA DE ENERGIA SA,4930,PE-06587-0022/2019,Projeto de EficiÃncia EnergÃtica em IluminaÃÃo PÃblica da cidade de Pirambu no Estado de Sergipe,Iluminação Pública,0.0,0.16,226.95,51.81,ReduÃÃo de consumo e demanda na ponta do sistema de iluminaÃÃo pÃblica utilizando LuminÃrias LED. RenovaÃÃo de ativos e reduÃÃo de manutenÃÃo devido a maior vida Ãtil dos LED's. Fomentar aÃÃes de eficiÃncia energÃtica.,"A seleÃÃo do MunicÃpio de Pirambu para a participaÃÃo no Programa de EficiÃncia EnergÃtica da ANEEL deve-se, dentre outras razÃes, ao enorme potencial de eficientizaÃÃo no consumo de energia elÃtrica em IluminaÃÃo PÃblica das principais ruas da cidade, aliado ao alto grau de comprometimento do consumidor na reduÃÃo dos custos de energia elÃtrica.",2019-06-25,2020-06-25,,1.003485389015732,,,,SERGIPE,ARACAJU
209,2024-04-01,ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A,4938,PE-00405-0092/2019,Projeto Iluminação Pública - Município de Dom Aquino,Iluminação Pública,0.0,0.45,210.42,48.04,"Redução de consumo e demanda na ponta do sistema de iluminação. Renovação de ativos e redução de manutenção devido a maior vida útil. Fomentar ações de eficiência energética atraves de palestra e treinamento. Atualmente, o sistema de iluminação pública na cidade é composto por lâmpadas de vapor de sódio, com potências de 400W, 250W, 100W e 70W. As horas de funcionamento consideradas no sistema foram 12horas/dia e 365dias/ano. Foi considerado o fator de coincidência na ponta de 1, pois na região por volta das 18:00hs, que é o início do horário de ponta, já se observa o acendimento da iluminação pública através dos relés fotoelétricos.","A seleÃÃo do MunicÃpio de Dom Aquino/MT para a participaÃÃo no Programa deEficiÃncia EnergÃtica da ANEEL (PEE ANEEL) deve-se, dentre outras razÃes, ao enormepotencial de eficientizaÃÃo no consumo de energia elÃtrica em IluminaÃÃo PÃblica dasprincipais ruas da cidade, aliado ao alto grau de comprometimento do consumidor na reduÃÃodos custos de energia elÃtrica.",2019-05-01,2020-03-13,,1.001531954531487,,,,MATO GROSSO,CUIABÁ
210,2024-04-01,ENERGISA SERGIPE DISTRIBUIDORA DE ENERGIA SA,4932,PE-06587-0024/2019,Projeto de EficiÃncia EnergÃtica em IluminaÃÃo PÃblica da cidade de Barra dos Coqueiros no Estado de Sergipe,Iluminação Pública,0.0,0.16,210.19,47.99,ReduÃÃo de consumo e demanda na ponta do sistema de iluminaÃÃo pÃblica utilizando LuminÃrias LED. RenovaÃÃo de ativos e reduÃÃo de manutenÃÃo devido a maior vida Ãtil dos LED's. Fomentar aÃÃes de eficiÃncia energÃtica.,"A seleÃÃo do MunicÃpio de Barra dos Coqueiros para a participaÃÃo no Programa de EficiÃncia EnergÃtica da ANEEL deve-se, dentre outras razÃes, ao enorme potencial de eficientizaÃÃo no consumo de energia elÃtrica em IluminaÃÃo PÃblica das principais ruas da cidade, aliado ao alto grau de comprometimento do consumidor na reduÃÃo dos custos de energia elÃtrica.",2019-06-25,2020-06-25,,1.0015050106075662,,,,SERGIPE,ARACAJU
211,2024-04-01,ENERGISA SULSUDESTE DISTRIBUIDORA DE ENERGIA SA,4897,PE-05216-0048/2019,EficientizaÃ§Ã£o da Max Gear,Industrial,0.0,0.75,214.99,28.32,"As metas de economia do consumo de energia elÃ©trica e de reduÃ§Ã£o da demanda na ponta estÃ£o associadas Ã  substituiÃ§Ã£o e descarte de 393 lÃ¢mpadas obsoletas, bem como reatores e luminÃ¡rias, em favor da instalaÃ§Ã£o de lÃ¢mpadas/luminÃ¡rias LED energeticamente eficientes, as quais oferecem a potÃªncia mÃ­nima necessÃ¡ria para o alcance dos nÃ­veis de iluminÃ¢ncia determinados pela NBR 5101/2012. TambÃ©m serÃ£o substituÃ­dos 41 motores velhos em favor da instalaÃ§Ã£o de equipamentos novos e energeticamente eficientes acreditados com o Selo Procel.","Ambas de acordo com o Volume I do PIMVP, EVO 10000-1:2012.",2019-02-21,2020-02-20,,1.0000740957907817,,,,SÃO PAULO,PRESIDENTE PRUDENTE
